EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
96|33.94592|-117.868916|20120604 07:59|SR57|1|Orange County Communications Center|1182 - Traffic Collision - No Injuries|0|2
96|33.730019|-117.3959|20120605 06:36|I15|1|Riverside|20002 - Hit and Run - No Injuries|0|2
96|33.854485|-117.791231|20120601 07:50|IMPERIAL|0|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
96|33.645147|-117.735256|20120602 04:07|I5|0|Santa Ana|1183 - Traffic Collision - No Details|0|2
96|33.853981|-117.924209|20120606 07:56|SR91|3|Westminster|1182 - Traffic Collision - No Injuries|0|2
96|33.917387|-117.220928|20120616 01:38|25275|130|Inland Communications Center|FIRE - Report of Fire|0|2
97|33.752435|-117.902528|20120610 03:34|FAIRVIEW|0|Orange County Communications Center|1183 - Traffic Collision - No Details|0|2
97|33.748241|-117.832295|20120604 08:05|SR55|1|Santa Ana|1125 - Traffic Hazard|0|2
97|33.856879|-117.976207|20120606 07:59|SR91|2|Westminster|1125 - Traffic Hazard|0|2
97|33.630517|-117.842789|20120601 07:50|SR73|1|Santa Ana|1125 - Traffic Hazard|0|2
97|34.024142|-117.5583|20120601 02:30|SR60|3|Riverside|1183 - Traffic Collision - No Details|0|2
97|33.774587|-118.074823|20120608 08:45|I405|0|Westminster|1182 - Traffic Collision - No Injuries|0|2
98|33.996449|-117.926739|20120621 01:10|SR60|3|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
98|33.831641|-118.063304|20120604 08:09|BLOOMFIELD|130|Orange County Communications Center|1179 - Traffic Collision - 1141 Rolling|0|2
98|33.881948|-117.547489|20120605 06:42|SR91|3|Riverside|1183 - Traffic Collision - No Details|0|2
98|33.845617|-117.82293|20120605 08:14|SR91|3|Santa Ana|1183 - Traffic Collision - No Details|0|2
98|33.854485|-117.791231|20120601 07:51|IMPERIAL|0|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
99|34.181516|-117.436669|20120620 03:18|I15|0|San Bernardino|1125A - Animal Hazard|0|2
99|33.71957|-117.795251|20120607 08:31|I5|1|Santa Ana|23114 - Objects Flying From Vehicle|0|2
99|33.949703|-118.091804|20120612 01:07|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
99|33.778914|-117.876721|20120606 08:02|SR22|2|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
99|33.726658|-117.834745|20120604 08:11|SR55|0|Santa Ana|1125 - Traffic Hazard|0|2
99|33.923842|-118.368689|20120604 01:04|I405|1|West Los Angeles|1183 - Traffic Collision - No Details|0|2
99|33.759868|-117.831088|20120608 08:47|SR55|1|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
99|33.897236|-117.471083|20120613 03:52|LA|130|Inland Communications Center|1125 - Traffic Hazard|0|2
100|33.86636|-117.985014|20120609 07:33|DALE|130|Orange County Communications Center|FIRE - Report of Fire|0|2
100|34.002452|-117.430576|20120611 03:05|4121|130|Inland Communications Center|CFIRE - Car Fire|0|2
100|34.423334|-118.583222|20120612 01:09|I5|0|Newhall|1125 - Traffic Hazard|0|2
100|33.797795|-118.297464|20120621 01:10|NORMANDIE|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
100|34.068792|-117.370256|20120620 03:19|I10|2|San Bernardino|WW - Wrong Way Driver|0|2
100|33.945425|-118.368487|20120622 01:00|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
101|33.614894|-117.707452|20120606 08:07|I5|0|Capistrano|1125 - Traffic Hazard|0|2
101|34.066995|-117.453779|20120605 06:46|I10|3|Rancho Cucamonga|1183 - Traffic Collision - No Details|0|2
101|33.884551|-117.995444|20120605 08:15|BEACH|130|Orange County Communications Center|1183 - Traffic Collision - No Details|0|2
101|33.705502|-117.954316|20120607 08:34|BROOKHURST|130|Westminster|1182 - Traffic Collision - No Injuries|0|2
101|33.868705|-117.760119|20120609 07:39|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
101|33.897404|-117.562961|20120613 04:12|HAMNER|130|Inland Communications Center|1125 - Traffic Hazard|0|2
102|33.776931|-117.831056|20120601 07:59|SR55|1|Santa Ana|1125 - Traffic Hazard|0|2
102|33.852848|-117.812145|20120605 08:15|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
102|33.859146|-117.976233|20120609 07:41|MAGNOLIA|1|Orange County Communications Center|1179 - Traffic Collision - 1141 Rolling|0|2
102|33.918834|-118.282996|20120604 01:08|FIGUEROA|1|Southern Division|CFIRE - Car Fire|0|2
102|33.733528|-117.815387|20120608 08:51|I5|1|Santa Ana|1125 - Traffic Hazard|0|2
102|34.014596|-118.280944|20120621 01:12|NB|130|Central Los Angeles|1125 - Traffic Hazard|0|2
102|34.142372|-117.252374|20120621 03:41|SR210|2|San Bernardino|1183 - Traffic Collision - No Details|0|2
103|33.732872|-117.989293|20120601 07:59|I405|0|Westminster|20002 - Hit and Run - No Injuries|0|2
103|34.136508|-117.453528|20120601 02:52|SR210|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
103|33.49162|-117.66203|20120604 08:17|I5|1|Capistrano|1125 - Traffic Hazard|0|2
103|33.687485|-117.871967|20120607 08:43|SR55|0|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
103|33.854601|-117.790482|20120609 07:43|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
103|34.142536|-118.264397|20120612 01:10|COLORADO|3|Altadena|20002 - Hit and Run - No Injuries|0|2
103|34.093347|-118.475873|20120621 01:12|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
103|34.136583|-117.558513|20120624 01:28|SR210|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
103|34.054021|-118.212873|20120622 01:03|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
104|33.775338|-117.848621|20120606 08:13|SR22|3|Santa Ana|CLOSURE - Closure of a Road|0|2
104|34.041682|-117.155297|20120607 04:48|I10|3|San Bernardino|1182 - Traffic Collision - No Injuries|0|2
104|33.677318|-117.881909|20120607 08:47|SR55|1|Santa Ana|1125 - Traffic Hazard|0|2
104|34.018805|-117.506526|20120612 03:22|SR60|2|Riverside|1125 - Traffic Hazard|0|2
104|33.869233|-117.674114|20120610 04:01|SR91|3|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
104|34.000079|-117.679279|20120620 03:37|PIPELINE|130|Inland Communications Center|1179 - Traffic Collision - 1141 Rolling|0|2
104|33.995243|-118.409437|20120622 01:03|4825|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
105|33.686004|-117.897472|20120601 08:05|FAIRVIEW|130|Santa Ana|1125 - Traffic Hazard|0|2
105|33.695162|-117.934093|20120602 04:56|I405|1|Santa Ana|CFIRE - Car Fire|0|2
105|33.736827|-117.994984|20120605 08:23|I405|0|Westminster|1125 - Traffic Hazard|0|2
105|34.008754|-118.158711|20120614 01:31|I5|1|East Los Angeles|1183 - Traffic Collision - No Details|0|2
105|33.980279|-117.336142|20120616 01:52|1156|130|Inland Communications Center|ANIMAL - Live or Dead Animal|0|2
105|34.136463|-117.495512|20120620 03:37|SR210|3|Rancho Cucamonga|1179 - Traffic Collision - 1141 Rolling|0|2
105|34.070024|-117.400714|20120624 01:30|BLOOMINGTON|130|San Bernardino|1125 - Traffic Hazard|0|2
106|33.856013|-117.997952|20120601 08:10|SR91|2|Westminster|1125 - Traffic Hazard|0|2
106|33.853956|-117.906694|20120606 08:22|SR91|3|Westminster|1125 - Traffic Hazard|0|2
106|34.136026|-117.31282|20120603 01:30|I215|0|San Bernardino|1179 - Traffic Collision - 1141 Rolling|0|2
106|33.748758|-117.45243|20120605 06:52|I15|0|Riverside|1125 - Traffic Hazard|0|2
106|33.628343|-117.720274|20120604 08:20|I5|0|Capistrano|1125 - Traffic Hazard|0|2
106|33.559207|-117.673103|20120609 07:48|I5|1|Capistrano|1125 - Traffic Hazard|0|2
106|33.851058|-117.814445|20120608 08:56|SR91|3|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
106|33.854119|-117.793013|20120607 08:54|SR91|2|Santa Ana|1125 - Traffic Hazard|0|2
106|34.080568|-118.256949|20120625 01:09|SCOTT|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
107|34.067684|-117.524091|20120601 03:02|I10|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
107|33.810989|-117.882888|20120601 08:14|CERRITOS|2|Orange County Communications Center|1183 - Traffic Collision - No Details|0|2
107|33.878369|-117.657569|20120605 08:24|SR91|2|Santa Ana|1125 - Traffic Hazard|0|2
107|33.759826|-117.92021|20120604 08:20|HARBOR|130|Orange County Communications Center|1182 - Traffic Collision - No Injuries|0|2
107|33.851393|-117.790573|20120609 07:48|IMPERIAL|0|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
107|34.044225|-118.169817|20120613 01:00|I710|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
107|34.038392|-118.274013|20120621 01:15|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
108|33.855462|-117.875712|20120606 08:27|SR57|1|Santa Ana|1125 - Traffic Hazard|0|2
108|33.757176|-117.857017|20120605 08:28|I5|0|Santa Ana|1125 - Traffic Hazard|0|2
108|33.698599|-117.861362|20120604 08:21|MAC|2|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
108|33.711855|-118.054254|20120609 07:55|4165|130|Orange County Communications Center|1125 - Traffic Hazard|0|2
108|33.765849|-117.95529|20120607 08:58|BROOKHURST|130|Westminster|1125 - Traffic Hazard|0|2
108|33.997039|-117.931096|20120621 01:16|SR60|3|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
108|33.789908|-118.2078|20120622 01:04|I710|0|South Los Angeles|1183 - Traffic Collision - No Details|0|2
109|33.657952|-117.711104|20120601 08:14|14300|130|Westminster|20002 - Hit and Run - No Injuries|0|2
109|34.038365|-118.273818|20120606 01:04|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
109|33.889061|-117.880673|20120606 08:28|SR57|1|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
109|33.438995|-117.622237|20120604 08:23|I5|0|Capistrano|1182 - Traffic Collision - No Injuries|0|2
109|33.850791|-117.814229|20120608 09:04|SR91|2|Santa Ana|1125 - Traffic Hazard|0|2
109|33.789544|-117.887423|20120607 09:01|I5|0|Santa Ana|1125 - Traffic Hazard|0|2
110|33.698599|-117.861362|20120601 08:18|SR55|0|Santa Ana|1125 - Traffic Hazard|0|2
110|33.8441|-117.825742|20120605 08:36|SR55|0|Santa Ana|1125 - Traffic Hazard|0|2
110|34.025989|-118.249161|20120606 01:07|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
110|33.845617|-117.82293|20120606 08:32|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
110|33.767735|-117.920326|20120609 08:09|SR22|2|Westminster|1125 - Traffic Hazard|0|2
110|33.774444|-118.007375|20120607 09:05|SR22|3|Westminster|1182 - Traffic Collision - No Injuries|0|2
110|33.645658|-117.860801|20120608 09:07|SR73|1|Santa Ana|1125 - Traffic Hazard|0|2
110|34.04759|-117.307577|20120608 03:24|I215|1|San Bernardino|1182 - Traffic Collision - No Injuries|0|2
110|34.069831|-118.261271|20120613 01:04|GLENDALE|130|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
110|33.881698|-117.582477|20120616 01:55|LINCOLN|130|Inland Communications Center|20002 - Hit and Run - No Injuries|0|2
110|33.883517|-117.641084|20120613 04:41|SR91|3|Riverside|1125 - Traffic Hazard|0|2
110|34.55784|-117.968223|20120625 01:12|9013|130|Antelope Valley|20002 - Hit and Run - No Injuries|0|2
111|33.823306|-117.716073|20120602 05:14|SR241|0|Santa Ana|1125 - Traffic Hazard|0|2
111|33.682737|-117.857203|20120605 08:37|I405|1|Santa Ana|1125 - Traffic Hazard|0|2
111|33.628379|-117.720711|20120606 08:32|I5|1|Santa Ana|ANIMAL - Live or Dead Animal|0|2
111|33.774294|-118.075084|20120604 08:24|I405|1|Westminster|1182 - Traffic Collision - No Injuries|0|2
111|33.930913|-118.28066|20120612 01:17|I110|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
111|34.133549|-118.251967|20120614 01:35|GLENDALE|1|Southern Division|ANIMAL - Live or Dead Animal|0|2
111|33.878526|-117.573493|20120616 01:56|CORONA|130|Riverside|20002 - Hit and Run - No Injuries|0|2
111|33.854032|-117.959186|20120610 05:02|SR91|3|Westminster|1125 - Traffic Hazard|0|2
111|34.076121|-118.361415|20120626 01:02|BEVERLY|130|Southern Division|1125 - Traffic Hazard|0|2
111|33.920026|-118.081784|20120622 01:05|I5|0|Santa Fe Springs|CFIRE - Car Fire|0|2
112|33.708586|-117.851849|20120603 05:31|SR55|1|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
112|33.854601|-117.790482|20120602 05:14|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
112|33.856108|-118.011157|20120606 08:33|SR91|3|Westminster|1182 - Traffic Collision - No Injuries|0|2
112|33.866449|-117.998125|20120604 08:30|I5|0|Westminster|1125 - Traffic Hazard|0|2
112|33.803131|-118.075096|20120609 08:15|3201|130|Westminster|20002 - Hit and Run - No Injuries|0|2
112|33.856197|-117.997952|20120608 09:20|SR91|3|Westminster|1183 - Traffic Collision - No Details|0|2
112|34.064881|-117.575807|20120611 04:29|GUASTI|2|Rancho Cucamonga|1179 - Traffic Collision - 1141 Rolling|0|2
112|33.945441|-118.365691|20120614 01:36|CENTURY|3|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
113|33.445292|-117.631162|20120601 08:20|I5|0|Capistrano|1125 - Traffic Hazard|0|2
113|33.726658|-117.834745|20120602 05:18|SR55|0|Santa Ana|1125 - Traffic Hazard|0|2
113|33.789263|-117.990159|20120605 08:39|11962|130|Westminster|1125 - Traffic Hazard|0|2
113|33.871478|-117.739493|20120607 09:20|SR91|3|Santa Ana|CFIRE - Car Fire|0|2
113|35.195483|-116.140943|20120605 06:59|I15|0|Barstow|1179 - Traffic Collision - 1141 Rolling|0|2
113|33.641438|-117.859846|20120608 09:21|SR73|1|Santa Ana|1125 - Traffic Hazard|0|2
113|34.093759|-117.654481|20120620 03:59|270|130|Rancho Cucamonga|20002 - Hit and Run - No Injuries|0|2
113|34.066838|-117.45379|20120619 03:25|I10|2|Rancho Cucamonga|1182 - Traffic Collision - No Injuries|0|2
113|33.692057|-117.337744|20120621 04:33|I15|0|Riverside|1183 - Traffic Collision - No Details|0|2
114|33.628405|-117.582004|20120602 05:29|CO|130|Capistrano|FIRE - Report of Fire|0|2
114|33.856197|-117.997952|20120606 08:35|SR91|3|Westminster|1125 - Traffic Hazard|0|2
114|33.80613|-117.880311|20120605 08:41|SR57|1|Santa Ana|1183 - Traffic Collision - No Details|0|2
114|33.886168|-117.517665|20120605 06:59|SR91|2|Riverside|1125 - Traffic Hazard|0|2
114|33.835003|-117.835569|20120609 08:17|SR55|1|Santa Ana|1125 - Traffic Hazard|0|2
114|34.018765|-117.550035|20120607 05:25|I15|0|Riverside|1182 - Traffic Collision - No Injuries|0|2
114|34.466726|-118.329751|20120612 01:19|SR14|1|Newhall|1125 - Traffic Hazard|0|2
114|34.108052|-117.199334|20120611 04:33|SR210|2|San Bernardino|1125 - Traffic Hazard|0|2
114|33.945441|-118.365691|20120614 01:36|FELTON|1|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
114|33.973831|-117.37332|20120614 04:50|SR91|3|Riverside|1125 - Traffic Hazard|0|2
114|33.705161|-117.954309|20120610 05:21|I405|1|Westminster|1125 - Traffic Hazard|0|2
114|33.707173|-117.357643|20120621 04:33|I15|0|Riverside|1183 - Traffic Collision - No Details|0|2
115|33.655721|-117.743928|20120601 08:25|I5|1|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
115|34.211942|-118.227932|20120601 01:19|I210|3|Altadena|1183 - Traffic Collision - No Details|0|2
115|33.618205|-117.711309|20120605 08:43|I5|1|Capistrano|1125 - Traffic Hazard|0|2
115|33.845617|-117.82293|20120606 08:36|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
115|33.754591|-117.85183|20120604 08:35|I5|1|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
115|34.024887|-117.73143|20120605 01:16|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
115|33.932253|-118.359716|20120604 01:17|I105|3|West Los Angeles|1183 - Traffic Collision - No Details|0|2
115|33.899941|-117.473292|20120607 05:26|SR91|2|Riverside|1125A - Animal Hazard|0|2
115|33.997568|-117.427771|20120620 04:05|OPAL|130|Inland Communications Center|FIRE - Report of Fire|0|2
115|34.242275|-116.977792|20120624 01:38|SR18|130|Arrowhead|1125 - Traffic Hazard|0|2
115|34.068377|-117.396089|20120619 03:28|I10|2|San Bernardino|1182 - Traffic Collision - No Injuries|0|2
116|33.776439|-117.901108|20120601 08:25|SR22|3|Westminster|1125 - Traffic Hazard|0|2
116|33.679234|-117.760078|20120602 05:31|I5|1|Santa Ana|1125 - Traffic Hazard|0|2
116|34.155556|-118.431221|20120604 01:18|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
116|34.067339|-117.558156|20120604 04:10|I10|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
116|33.867058|-117.711619|20120609 08:26|SR91|3|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
116|33.760032|-117.862351|20120604 08:35|I5|1|Santa Ana|1183 - Traffic Collision - No Details|0|2
116|34.247749|-117.314258|20120608 03:32|FERNWOOD|130|Arrowhead|1183 - Traffic Collision - No Details|0|2
116|33.686025|-117.873639|20120607 09:30|SR55|1|Santa Ana|1125 - Traffic Hazard|0|2
116|34.335523|-117.477992|20120607 05:27|NB|130|San Bernardino|1125 - Traffic Hazard|0|2
116|33.928536|-118.280692|20120612 01:19|I110|0|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
116|34.098863|-117.925401|20120625 01:16|4754|130|Baldwin Park|20002 - Hit and Run - No Injuries|0|2
117|34.218818|-118.239965|20120601 01:21|I210|3|Altadena|1183 - Traffic Collision - No Details|0|2
117|33.638748|-117.730477|20120601 08:25|I5|1|Santa Ana|1183 - Traffic Collision - No Details|0|2
117|33.783464|-117.745995|20120606 08:39|SR241|0|Santa Ana|1125 - Traffic Hazard|0|2
117|33.733876|-117.833824|20120605 08:46|SR55|1|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
117|33.82135|-118.305044|20120605 01:18|1544|130|Southern Division|1183 - Traffic Collision - No Details|0|2
117|34.311812|-117.47449|20120607 05:30|I15|0|San Bernardino|1125 - Traffic Hazard|0|2
117|34.067478|-117.579875|20120611 04:39|I10|2|Rancho Cucamonga|1183 - Traffic Collision - No Details|0|2
117|34.423334|-118.583222|20120613 01:14|I5|0|Newhall|1125 - Traffic Hazard|0|2
117|33.928464|-118.239064|20120614 01:39|I105|3|South Los Angeles|1125 - Traffic Hazard|0|2
117|34.030123|-117.689392|20120616 02:01|SR60|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
117|33.981605|-118.256441|20120611 01:03|64TH|2|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
117|34.310055|-117.472932|20120619 03:46|I15|1|San Bernardino|1183 - Traffic Collision - No Details|0|2
118|33.688303|-117.767159|20120602 06:02|I5|0|Santa Ana|1179 - Traffic Collision - 1141 Rolling|0|2
118|33.686004|-117.897472|20120601 08:32|FAIRVIEW|130|Santa Ana|1125 - Traffic Hazard|0|2
118|33.866645|-117.713559|20120605 08:50|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
118|34.150474|-117.479184|20120605 07:03|I15|1|Rancho Cucamonga|1125A - Animal Hazard|0|2
118|33.789528|-117.88766|20120607 09:31|I5|1|Santa Ana|1125 - Traffic Hazard|0|2
118|33.910785|-117.883678|20120604 08:36|SR57|1|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
118|34.088619|-118.475387|20120607 01:05|I405|1|West Los Angeles|CLOSURE - Closure of a Road|0|2
118|34.030647|-117.628451|20120613 05:25|SR60|3|Rancho Cucamonga|1179 - Traffic Collision - 1141 Rolling|0|2
118|33.677512|-117.758158|20120610 06:46|I5|1|Santa Ana|1125 - Traffic Hazard|0|2
118|34.019111|-117.506702|20120621 04:41|SR60|3|Riverside|1125 - Traffic Hazard|0|2
118|34.155556|-118.431221|20120625 01:18|US101|2|West Valley|1125 - Traffic Hazard|0|2
118|34.066713|-117.214123|20120619 03:47|ALABAMA|130|San Bernardino|1183 - Traffic Collision - No Details|0|2
119|34.148662|-118.050236|20120606 01:11|BALDWIN|0|Southern Division|FIRE - Report of Fire|0|2
119|33.786674|-117.165093|20120604 04:18|SAN|130|Riverside|20002 - Hit and Run - No Injuries|0|2
119|33.775743|-117.853078|20120604 08:39|SR22|3|Santa Ana|1182 - Traffic Collision - No Injuries|0|2
119|33.79712|-118.107856|20120614 01:39|I405|0|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
119|33.938244|-117.126908|20120614 05:09|SR60|3|San Gorgonio Pass|1183 - Traffic Collision - No Details|0|2
119|33.667716|-117.753491|20120610 06:46|I5|1|Santa Ana|1125 - Traffic Hazard|0|2
119|33.933275|-118.352399|20120612 01:22|I105|2|West Los Angeles|1125 - Traffic Hazard|0|2
119|34.070228|-117.961986|20120621 01:22|I10|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
119|34.065485|-117.2001|20120619 03:48|I10|3|San Bernardino|1183 - Traffic Collision - No Details|0|2
120|33.851058|-117.814445|20120601 08:35|SR91|3|Santa Ana|1125 - Traffic Hazard|0|2
120|33.889061|-117.880673|20120604 08:40|SR57|1|Santa Ana|1183 - Traffic Collision - No Details|0|2
120|33.749614|-117.843868|20120607 09:35|4TH|130|Santa Ana|1125 - Traffic Hazard|0|2
120|33.818118|-117.876117|20120608 09:44|SR57|0|Santa Ana|1125 - Traffic Hazard|0|2
120|34.361922|-117.433261|20120607 05:34|I15|0|San Bernardino|1125 - Traffic Hazard|0|2
